측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2018-11-06,한강대로,0.13,0.005,1.2,0.006,121,86
2018-11-03,한강대로,0.114,0.01,1,0.005,74,48
2018-11-02,한강대로,0.114,0.006,1,0.005,65,35
2018-10-22,한강대로,0.104,0.012,0.9,0.006,67,45
2018-10-25,한강대로,0.103,0.009,0.9,0.005,53,28
2018-11-15,한강대로,0.102,0.007,0.9,0.005,61,45
2018-02-27,청계천로,0.094,0.003,1.5,0.012,84,65
2018-12-21,한강대로,0.094,0.004,1.2,0.007,82,55
2018-10-23,한강대로,0.094,0.013,0.8,0.005,71,45
2018-11-05,한강대로,0.093,0.01,1,0.005,75,51
2018-11-16,한강대로,0.091,0.012,1,0.005,67,51
2018-11-06,신촌로,0.09,0.004,1.3,0.005,101,77
2018-02-27,홍릉로,0.09,0.002,1.2,0.009,101,73
2018-01-16,영등포로,0.089,0.003,1.3,0.009,149,71
2018-01-16,은평구,0.089,0.006,1.2,0.006,107,81
2018-12-21,궁동,0.089,0.006,1.1,0.005,74,39
2018-11-13,한강대로,0.089,0.011,0.9,0.005,49,31
2018-10-20,한강대로,0.089,0.012,0.7,0.005,50,25
2018-01-16,강남대로,0.088,0.003,1.5,0.008,133,63
2018-02-27,영등포로,0.088,0.003,1.2,0.01,123,70
2018-12-20,한강대로,0.088,0.005,1,0.007,63,42
2018-11-04,한강대로,0.088,0.016,0.9,0.005,55,39
2018-02-27,은평구,0.087,0.005,1.4,0.008,91,54
2018-01-16,동작대로,0.087,0.002,1.4,0.007,131,83
2018-11-03,신촌로,0.087,0.006,1.1,0.005,61,44
2018-04-19,정릉로,0.087,0.011,0.9,0.006,103,49
2018-11-01,한강대로,0.087,0.012,0.8,0.005,54,25
2018-02-27,강남대로,0.086,0.004,1.3,0.01,93,53
2018-12-21,강남대로,0.086,0.003,1.3,0.006,91,57
2018-02-27,종로,0.086,0.003,1.3,0.009,88,54
2018-02-27,강북구,0.086,0.003,1.1,0.009,95,58
2018-02-27,동대문구,0.086,0.003,0.9,0.011,97,69
2018-10-24,한강대로,0.086,0.014,0.7,0.005,56,27
2018-02-27,양천구,0.085,0.004,1.1,0.009,90,67
2018-11-26,시흥대로,0.084,0.003,1.4,0.005,83,48
2018-01-16,공항대로,0.084,0.002,1.3,0.008,137,106
2018-12-22,강변북로,0.084,0.004,1.1,0.006,101,67
2018-02-27,한강대로,0.084,0.003,1.1,0.009,111,65
2018-11-19,한강대로,0.084,0.009,1,0.006,70,43
2018-11-14,한강대로,0.084,0.01,0.7,0.005,45,31
2018-01-16,신촌로,0.083,0.004,1.7,0.009,135,78
2018-12-22,한강대로,0.083,0.011,1.2,0.007,93,70
2018-02-27,천호대로,0.083,0.003,1.1,0.009,127,55
2018-02-09,영등포로,0.083,0.003,1,0.008,91,65
2018-02-27,신촌로,0.082,0.003,1.5,0.012,104,69
2018-02-09,강남대로,0.082,0.005,1.2,0.007,81,51
2018-10-26,한강대로,0.082,0.011,0.7,0.005,47,28
2018-01-16,동작구,0.081,0.004,1.4,0.007,117,103
2018-12-22,강남대로,0.081,0.004,1.4,0.007,99,71
2018-02-27,종로구,0.081,0.003,1.4,0.011,82,55
2018-02-27,도봉구,0.081,0.004,1.3,0.011,107,61
2018-11-06,천호대로,0.081,0.002,1.2,0.004,103,63
2018-01-16,한강대로,0.081,0.004,1.1,0.008,129,66
2018-02-27,공항대로,0.081,0.003,1,0.008,121,75
2018-05-15,영등포로,0.081,0.015,0.9,0.007,88,71
2018-12-20,강남대로,0.08,0.004,1.4,0.006,70,41
2018-01-16,강서구,0.08,0.003,1.4,0.006,118,96
2018-01-16,청계천로,0.08,0.003,1.3,0.01,105,87
2018-02-27,노원구,0.08,0.003,1.3,0.012,99,64
2018-01-17,강남대로,0.08,0.004,1.2,0.006,126,64
2018-02-27,강서구,0.08,0.005,1.1,0.008,100,64
2018-02-27,동작대로,0.08,0.002,1.1,0.01,100,68
2018-02-27,도산대로,0.079,0.003,1.4,0.01,102,55
2018-01-16,관악구,0.079,0.003,1.2,0.009,109,97
2018-02-27,정릉로,0.079,0.002,1.2,0.01,111,58
2018-04-21,신촌로,0.079,0.011,1.1,0.007,92,41
2018-12-18,한강대로,0.079,0.007,1,0.006,55,34
2018-12-15,한강대로,0.079,0.004,1,0.005,65,45
2018-12-16,한강대로,0.079,0.003,1,0.006,59,48
2018-04-21,영등포로,0.079,0.015,0.7,0.008,96,53
2018-06-22,강남대로,0.079,0.016,0.6,0.004,53,36
2018-02-09,신촌로,0.078,0.004,1.4,0.009,86,59
2018-12-21,시흥대로,0.078,0.002,1.3,0.008,82,53
2018-11-06,양천구,0.078,0.006,1.1,0.004,103,71
2018-11-06,동대문구,0.078,0.005,1.1,0.008,89,71
2018-02-27,강남구,0.078,0.002,1.1,0.01,96,69
2018-11-02,신촌로,0.078,0.005,1,0.004,45,30
2018-12-01,한강대로,0.078,0.006,0.9,0.006,53,29
2018-01-16,동대문구,0.078,0.004,0.9,0.009,123,75
2018-02-09,천호대로,0.078,0.003,0.9,0.007,83,33
2018-04-21,정릉로,0.078,0.02,0.8,0.005,81,48
2018-03-12,영등포로,0.078,0.01,0.8,0.008,141,79
2018-10-21,한강대로,0.078,0.021,0.7,0.005,49,28
2018-01-16,종로,0.077,0.003,1.5,0.006,95,68
2018-02-27,성북구,0.077,0.003,1.4,0.01,102,64
2018-02-27,마포구,0.077,0.006,1.3,0.007,96,67
2018-02-27,광진구,0.077,0.004,1.3,0.007,101,65
2018-02-08,강남대로,0.077,0.004,1.3,0.007,70,42
2018-02-09,종로,0.077,0.005,1.2,0.007,71,45
2018-02-27,중랑구,0.077,0.003,1.2,0.009,96,64
2018-02-27,중구,0.077,0.003,1.2,0.009,81,57
2018-12-21,영등포로,0.077,0.003,1.2,0.007,74,42
2018-12-20,시흥대로,0.077,0.003,1.2,0.006,61,35
2018-02-09,동작대로,0.077,0.002,1.2,0.007,87,65
2018-01-27,강남대로,0.077,0.005,0.9,0.006,61,26
2018-02-27,서대문구,0.077,0.004,0.9,0.007,102,49
2018-11-07,한강대로,0.077,0.008,0.8,0.005,74,59
2018-04-18,정릉로,0.077,0.023,0.7,0.003,81,36
2018-01-16,양천구,0.076,0.003,1.5,0.007,112,97
2018-01-16,도산대로,0.076,0.002,1.5,0.007,124,67
2018-02-09,청계천로,0.076,0.004,1.2,0.009,66,55
2018-11-06,강변북로,0.076,0.004,1,0.005,111,81
2018-11-03,양천구,0.076,0.01,0.9,0.003,56,35
2018-04-21,한강대로,0.076,0.018,0.7,0.006,87,48
2018-01-16,마포구,0.075,0.004,1.5,0.007,116,86
2018-12-21,강서구,0.075,0.002,1.3,0.01,104,54
2018-11-26,한강대로,0.075,0.007,1.1,0.005,79,57
2018-11-27,한강대로,0.075,0.006,1.1,0.006,133,68
2018-01-17,영등포로,0.075,0.003,1.1,0.009,154,76
2018-01-22,강남대로,0.075,0.003,1.1,0.007,66,23
2018-12-21,양천구,0.075,0.002,1.1,0.004,92,56
2018-02-09,공항대로,0.075,0.004,1,0.008,93,65
2018-02-27,관악구,0.075,0.004,1,0.008,77,59
2018-03-12,동작대로,0.075,0.016,0.9,0.006,127,80
2018-10-22,영등포로,0.075,0.008,0.9,0.005,56,36
2018-12-11,한강대로,0.075,0.004,0.9,0.006,48,30
2018-12-21,강변북로,0.075,0.003,0.9,0.006,86,54
2018-06-02,정릉로,0.075,0.015,0.7,0.006,61,40
2018-11-12,한강대로,0.075,0.011,0.7,0.005,41,23
2018-05-11,정릉로,0.075,0.031,0.6,0.003,72,52
2018-04-18,영등포로,0.075,0.017,0.6,0.007,82,44
2018-10-19,한강대로,0.075,0.014,0.6,0.005,30,13
2018-01-17,신촌로,0.074,0.004,1.5,0.008,143,89
2018-01-16,종로구,0.074,0.004,1.5,0.008,97,74
2018-11-06,청계천로,0.074,0.005,1.4,0.005,92,69
2018-01-16,중구,0.074,0.004,1.4,0.007,99,76
2018-12-21,공항대로,0.074,0.002,1.4,0.009,114,67
2018-02-19,강남대로,0.074,0.005,1.2,0.007,72,42
2018-12-19,한강대로,0.074,0.008,1.1,0.007,62,37
2018-02-27,동작구,0.074,0.005,1,0.009,83,59
2018-11-05,신촌로,0.074,0.005,1,0.004,62,45
2018-12-21,관악구,0.074,0.003,1,0.007,88,59
2018-02-09,한강대로,0.074,0.003,0.9,0.007,78,39
2018-02-26,영등포로,0.074,0.006,0.8,0.008,86,53
2018-06-01,정릉로,0.074,0.025,0.7,0.004,47,25
2018-04-17,정릉로,0.074,0.021,0.7,0.004,66,31
2018-04-19,동대문구,0.074,0.015,0.6,0.009,75,38
2018-10-13,한강대로,0.074,0.011,0.6,0.005,49,30
2018-12-22,신촌로,0.073,0.005,1.4,0.009,85,66
2018-02-27,송파구,0.073,0.003,1.4,0.009,104,65
2018-01-16,금천구,0.073,0.002,1.3,0.007,117,92
2018-12-22,천호대로,0.073,0.006,1.2,0.01,82,49
2018-12-21,신촌로,0.073,0.003,1.2,0.008,67,47
2018-02-27,강동구,0.073,0.003,1.1,0.007,110,69
2018-12-21,금천구,0.073,0.002,1.1,0.007,76,54
2018-02-09,홍릉로,0.073,0.004,1,0.007,76,58
2018-11-15,신촌로,0.073,0.004,1,0.004,47,36
2018-02-08,천호대로,0.073,0.004,1,0.006,67,27
2018-01-16,홍릉로,0.073,0.003,1,0.009,107,84
2018-12-31,한강대로,0.073,0.006,0.9,0.004,52,34
2018-12-10,한강대로,0.073,0.006,0.9,0.005,41,22
2018-04-18,강남대로,0.073,0.013,0.7,0.005,82,38
2018-12-25,정릉로,0.073,0.003,0.7,0.005,40,28
2018-04-19,영등포로,0.073,0.012,0.6,0.01,81,45
2018-01-16,서대문구,0.072,0.005,1.3,0.005,137,75
2018-02-02,강남대로,0.072,0.005,1.3,0.007,67,35
2018-12-22,영등포로,0.072,0.005,1.2,0.007,81,57
2018-12-15,시흥대로,0.072,0.003,1.2,0.005,58,36
2018-12-20,영등포로,0.072,0.003,1.2,0.006,53,30
2018-01-16,강북구,0.072,0.004,1.1,0.008,111,72
2018-12-21,동작구,0.072,0.003,1.1,0.006,81,55
2018-03-13,관악구,0.072,0.012,1,0.005,83,60
2018-03-12,강남대로,0.072,0.011,1,0.006,115,66
2018-02-20,강남대로,0.072,0.009,1,0.005,86,48
2018-11-13,신촌로,0.072,0.005,1,0.004,41,26
2018-02-08,동작대로,0.072,0.002,1,0.007,64,46
2018-12-20,궁동,0.072,0.008,0.9,0.005,44,26
2018-11-10,한강대로,0.072,0.019,0.8,0.006,94,66
2018-04-21,동작대로,0.072,0.018,0.8,0.006,76,41
2018-02-26,천호대로,0.072,0.006,0.8,0.007,83,40
2018-04-26,정릉로,0.072,0.023,0.7,0.004,53,38
2018-12-21,청계천로,0.071,0.003,1.4,0.007,63,48
2018-11-06,종로구,0.071,0.004,1.2,0.004,89,61
2018-12-20,신촌로,0.071,0.003,1.2,0.007,56,39
2018-01-20,강남대로,0.071,0.006,1.1,0.007,116,50
2018-11-06,공항대로,0.071,0.003,1.1,0.008,127,92
2018-01-16,천호대로,0.071,0.003,1.1,0.007,120,55
2018-11-04,신촌로,0.071,0.009,1,0.004,47,35
2018-11-01,신촌로,0.071,0.006,1,0.004,37,23
2018-11-14,신촌로,0.071,0.005,1,0.004,41,28
2018-11-26,강변북로,0.071,0.004,1,0.005,87,58
2018-04-18,신촌로,0.071,0.015,0.9,0.005,84,29
2018-02-26,청계천로,0.071,0.007,0.9,0.008,59,43
2018-11-03,강변북로,0.071,0.005,0.9,0.005,65,45
2018-04-19,동작대로,0.071,0.016,0.8,0.008,94,40
2018-04-19,홍릉로,0.071,0.013,0.8,0.006,96,52
2018-03-12,천호대로,0.071,0.012,0.8,0.006,120,53
2018-11-20,한강대로,0.071,0.011,0.8,0.006,57,26
2018-10-22,강변북로,0.071,0.005,0.8,0.005,63,44
2018-02-08,영등포로,0.071,0.003,0.8,0.006,63,44
2018-04-29,정릉로,0.071,0.04,0.7,0.004,63,40
2018-10-15,한강대로,0.071,0.027,0.7,0.005,82,51
2018-10-22,동대문구,0.071,0.018,0.7,0.009,43,32
2018-10-22,양천구,0.071,0.017,0.7,0.003,48,30
2018-04-17,강남대로,0.071,0.012,0.7,0.005,72,34
2018-06-01,영등포로,0.071,0.017,0.6,0.007,54,33
2018-04-19,강남구,0.071,0.007,0.6,0.007,81,37
2018-03-03,은평구,0.071,0.021,0.4,0.005,55,23
2018-01-16,노원구,0.07,0.004,1.3,0.009,114,81
2018-12-22,송파구,0.07,0.006,1.2,0.006,96,67
2018-12-22,시흥대로,0.07,0.006,1.2,0.007,83,62
2018-01-16,도봉구,0.07,0.005,1.2,0.008,125,85
2018-11-06,강남대로,0.07,0.004,1.2,0.005,124,93
2018-05-15,신촌로,0.07,0.017,1.1,0.005,82,47
2018-02-26,은평구,0.07,0.013,1.1,0.006,63,40
2018-03-12,신촌로,0.07,0.008,1.1,0.007,109,126
2018-01-17,천호대로,0.07,0.003,1.1,0.006,130,66
2018-12-21,종로,0.07,0.002,1.1,0.007,73,46
2018-11-06,관악구,0.07,0.005,1,0.004,126,94
2018-11-06,종로,0.07,0.004,1,0.005,97,69
2018-11-06,강동구,0.07,0.004,1,0.01,107,60
2018-02-02,동작대로,0.07,0.003,1,0.007,63,33
2018-05-15,동작대로,0.07,0.02,0.9,0.004,100,62
2018-03-12,도산대로,0.07,0.016,0.9,0.007,123,65
2018-04-19,신촌로,0.07,0.01,0.9,0.008,92,35
2018-11-11,한강대로,0.07,0.008,0.9,0.004,84,60
2018-02-09,관악구,0.07,0.005,0.9,0.009,66,57
2018-02-09,중랑구,0.07,0.005,0.9,0.008,64,46
2018-04-21,홍릉로,0.07,0.023,0.8,0.006,89,58
2018-01-30,강남대로,0.07,0.006,0.8,0.007,48,18
2018-11-29,한강대로,0.07,0.005,0.8,0.005,84,26
2018-12-31,정릉로,0.07,0.004,0.8,0.005,55,35
2018-12-25,한강대로,0.07,0.004,0.8,0.005,41,27
2018-06-01,동작대로,0.07,0.021,0.7,0.005,51,26
2018-05-15,한강대로,0.07,0.018,0.7,0.005,100,68
2018-04-27,영등포로,0.07,0.018,0.6,0.008,74,54
2018-10-16,한강대로,0.07,0.017,0.6,0.005,60,31
2018-04-19,천호대로,0.07,0.009,0.5,0.006,91,42
2018-02-09,은평구,0.069,0.009,1.1,0.006,66,45
2018-01-17,동작대로,0.069,0.004,1.1,0.007,133,88
2018-12-20,양천구,0.069,0.003,1.1,0.003,64,38
2018-12-11,시흥대로,0.069,0.002,1.1,0.005,43,23
2018-06-01,신촌로,0.069,0.012,1,0.005,58,25
2018-02-09,강서구,0.069,0.007,1,0.006,71,50
2018-12-20,관악구,0.069,0.006,1,0.005,67,44
2018-10-23,영등포로,0.069,0.007,0.9,0.005,56,37
2018-02-27,금천구,0.069,0.004,0.9,0.009,79,52
2018-02-02,천호대로,0.069,0.004,0.9,0.006,61,26
2018-11-18,한강대로,0.069,0.011,0.8,0.005,46,30
2018-02-09,동대문구,0.069,0.005,0.8,0.008,69,54
2018-02-26,동작대로,0.069,0.005,0.8,0.009,78,52
2018-02-26,공항대로,0.069,0.005,0.8,0.008,90,50
2018-02-02,영등포로,0.069,0.005,0.8,0.006,66,37
2018-04-18,동작대로,0.069,0.021,0.7,0.007,77,37
2018-12-20,강변북로,0.069,0.003,0.7,0.005,67,40
2018-04-17,영등포로,0.069,0.016,0.6,0.006,73,37
2018-04-19,한강대로,0.069,0.015,0.6,0.006,87,43
2018-10-17,한강대로,0.069,0.015,0.6,0.005,48,23
2018-02-09,종로구,0.068,0.005,1.2,0.008,63,48
2018-01-17,은평구,0.068,0.012,1.1,0.005,102,86
2018-02-09,금천구,0.068,0.007,1.1,0.007,67,51
2018-02-26,신촌로,0.068,0.006,1.1,0.009,74,47
2018-11-06,정릉로,0.068,0.004,1.1,0.005,103,80
2018-12-16,시흥대로,0.068,0.003,1.1,0.005,48,34
2018-02-09,동작구,0.068,0.008,1,0.006,73,55
2018-02-26,강남대로,0.068,0.007,1,0.008,78,48
2018-11-15,강남대로,0.068,0.004,1,0.005,67,45
2018-12-01,시흥대로,0.068,0.004,1,0.005,42,22
2018-12-21,중구,0.068,0.003,1,0.006,70,44
2018-03-12,홍릉로,0.068,0.012,0.9,0.005,96,63
2018-02-26,홍릉로,0.068,0.007,0.9,0.007,70,45
2018-01-13,강남대로,0.068,0.003,0.9,0.005,59,31
2018-05-15,공항대로,0.068,0.019,0.8,0.008,91,64
2018-06-02,홍릉로,0.068,0.018,0.8,0.007,69,44
2018-03-12,공항대로,0.068,0.013,0.8,0.008,133,85
2018-03-18,동작대로,0.068,0.01,0.8,0.006,81,58
2018-11-15,동대문구,0.068,0.007,0.8,0.008,45,36
2018-02-26,정릉로,0.068,0.006,0.8,0.008,76,41
2018-12-19,강변북로,0.068,0.004,0.8,0.006,64,36
2018-04-13,강남대로,0.068,0.012,0.7,0.005,46,15
2018-05-12,정릉로,0.068,0.011,0.7,0.003,46,30
2018-02-27,영등포구,0.068,0.006,0.7,0.011,113,62
2018-04-25,정릉로,0.068,0.019,0.6,0.003,41,29
2018-04-13,정릉로,0.068,0.019,0.6,0.003,41,15
2018-04-26,영등포로,0.068,0.018,0.5,0.007,60,40
2018-11-06,성북구,0.067,0.005,1.3,0.004,77,47
2018-12-21,행주,0.067,0.003,1.2,0.005,88,46
2018-12-21,종로구,0.067,0.003,1.2,0.007,69,44
2018-12-21,천호대로,0.067,0.003,1.2,0.008,74,39
2018-12-20,공항대로,0.067,0.002,1.2,0.008,83,47
2018-11-03,강남대로,0.067,0.005,1.1,0.005,63,44
2018-03-12,청계천로,0.067,0.014,1,0.008,82,64
2018-11-06,금천구,0.067,0.006,1,0.005,108,83
2018-02-27,성동구,0.067,0.002,1,0.009,101,70
2018-04-17,신촌로,0.067,0.013,0.9,0.005,75,30
2018-01-19,강남대로,0.067,0.007,0.9,0.006,74,25
2018-11-05,강변북로,0.067,0.005,0.9,0.005,68,45
2018-02-08,관악구,0.067,0.005,0.9,0.009,46,36
2018-11-15,공항대로,0.067,0.003,0.9,0.007,76,45
2018-04-21,강남대로,0.067,0.015,0.8,0.006,75,40
2018-04-19,강남대로,0.067,0.01,0.8,0.006,93,42
2018-10-26,신촌로,0.067,0.009,0.8,0.003,29,15
2018-11-02,양천구,0.067,0.008,0.8,0.004,43,24
2018-10-22,정릉로,0.067,0.011,0.7,0.005,57,41
2018-03-13,영등포로,0.067,0.011,0.7,0.008,96,39
2018-02-19,천호대로,0.067,0.006,0.7,0.006,69,28
2018-12-10,정릉로,0.067,0.004,0.7,0.005,43,24
2018-06-04,정릉로,0.067,0.018,0.6,0.005,46,31
2018-04-21,공항대로,0.067,0.017,0.6,0.008,87,45
2018-01-16,성북구,0.066,0.004,1.2,0.007,118,85
2018-12-15,강남대로,0.066,0.003,1.2,0.004,57,39
2018-12-22,궁동,0.066,0.01,1.1,0.006,67,45
2018-02-01,강남대로,0.066,0.006,1.1,0.006,54,29
2018-01-05,강남대로,0.066,0.005,1.1,0.007,66,25
2018-02-09,양천구,0.066,0.004,1.1,0.006,66,53
2018-12-19,공항대로,0.066,0.004,1.1,0.008,73,39
2018-12-20,천호대로,0.066,0.004,1.1,0.008,62,31
2018-12-10,강남대로,0.066,0.004,1.1,0.006,53,25
2018-01-16,강남구,0.066,0.003,1.1,0.008,89,78
2018-12-21,송파구,0.066,0.003,1.1,0.006,84,50
2018-02-09,도산대로,0.066,0.003,1.1,0.007,76,46
2018-04-26,신촌로,0.066,0.014,1,0.005,66,35
2018-12-21,남산,0.066,0.008,1,0.007,65,34
2018-11-03,공항대로,0.066,0.006,1,0.007,76,48
2018-01-17,광진구,0.066,0.005,1,0.005,119,86
2018-11-06,강서구,0.066,0.005,1,0.006,107,66
2018-11-06,중구,0.066,0.005,1,0.005,95,66
2018-12-19,강남대로,0.066,0.004,1,0.005,68,40
2018-12-11,강남대로,0.066,0.003,1,0.005,48,27
2018-03-12,종로,0.066,0.018,0.9,0.005,90,57
2018-11-03,동대문구,0.066,0.012,0.9,0.008,48,37
2018-11-25,한강대로,0.066,0.007,0.9,0.005,59,47
2018-01-17,한강대로,0.066,0.006,0.9,0.007,130,70
2018-01-20,영등포로,0.066,0.006,0.9,0.009,130,50
2018-11-05,천호대로,0.066,0.005,0.9,0.003,61,34
2018-02-19,동작대로,0.066,0.004,0.9,0.007,73,47
2018-01-08,영등포로,0.066,0.004,0.9,0.007,76,38
2018-02-08,공항대로,0.066,0.004,0.9,0.006,61,38
2018-02-08,홍릉로,0.066,0.004,0.9,0.007,57,38
2018-11-06,강남구,0.066,0.003,0.9,0.007,97,62
2018-02-26,한강대로,0.066,0.008,0.8,0.007,74,47
2018-11-30,한강대로,0.066,0.008,0.8,0.005,68,26
2018-11-15,양천구,0.066,0.005,0.8,0.003,52,34
2018-01-31,강남대로,0.066,0.004,0.8,0.005,52,19
2018-04-27,정릉로,0.066,0.028,0.7,0.005,72,52
2018-07-21,동작대로,0.066,0.027,0.7,0.008,44,30
2018-04-21,동대문구,0.066,0.025,0.7,0.009,69,42
2018-04-21,천호대로,0.066,0.018,0.7,0.006,78,45
2018-02-14,정릉로,0.066,0.011,0.7,0.007,80,30
2018-10-25,양천구,0.066,0.011,0.7,0.003,38,18
2018-11-17,한강대로,0.066,0.01,0.7,0.005,39,24
2018-04-19,청계천로,0.066,0.015,0.6,0.008,89,46
2018-09-12,강남대로,0.066,0.011,0.6,0.004,20,8
2018-12-21,세곡,0.065,0.005,2.6,0.008,79,37
2018-12-22,세곡,0.065,0.007,2.4,0.008,82,44
2018-02-27,화랑로,0.065,0.003,1.3,0.008,102,67
2018-01-15,신촌로,0.065,0.006,1.2,0.008,93,51
2018-01-21,강남대로,0.065,0.005,1.2,0.006,90,33
2018-02-08,신촌로,0.065,0.004,1.2,0.009,64,36
2018-12-21,성북구,0.065,0.003,1.2,0.006,67,34
2018-02-09,성북구,0.065,0.005,1.1,0.008,75,49
2018-12-16,행주,0.065,0.004,1.1,0.005,63,36
2018-12-18,신촌로,0.065,0.004,1.1,0.005,44,28
2018-12-18,영등포로,0.065,0.004,1.1,0.006,46,25
2018-01-07,강남대로,0.065,0.003,1.1,0.006,69,31
2018-12-16,영등포로,0.065,0.002,1.1,0.005,48,35
2018-11-10,신촌로,0.065,0.01,1,0.005,76,53
2018-01-16,중랑구,0.065,0.005,1,0.008,115,80
2018-12-01,신촌로,0.065,0.004,1,0.005,43,24
2018-12-21,정릉로,0.065,0.003,1,0.006,74,53
2018-04-27,신촌로,0.065,0.016,0.9,0.007,73,43
2018-11-03,관악구,0.065,0.008,0.9,0.004,67,48
2018-02-09,강북구,0.065,0.008,0.9,0.007,70,46
2018-12-20,동작구,0.065,0.007,0.9,0.005,55,37
2018-01-15,천호대로,0.065,0.006,0.9,0.006,85,37
2018-02-02,공항대로,0.065,0.005,0.9,0.007,70,36
2018-02-08,청계천로,0.065,0.005,0.9,0.007,48,35
2018-01-07,영등포로,0.065,0.003,0.9,0.006,72,39
2018-01-13,공항대로,0.065,0.002,0.9,0.006,67,44
2018-06-01,홍릉로,0.065,0.03,0.8,0.004,48,28
2018-04-09,정릉로,0.065,0.011,0.8,0.003,54,34
2018-10-22,공항대로,0.065,0.009,0.8,0.008,63,39
2018-11-02,강변북로,0.065,0.005,0.8,0.005,50,32
2018-01-16,용산구,0.065,0.003,0.8,0.007,100,88
2018-04-17,동작대로,0.065,0.02,0.7,0.006,70,31
2018-03-03,영등포로,0.065,0.007,0.7,0.009,76,42
2018-02-02,신촌로,0.064,0.005,1.3,0.008,74,34
2018-12-20,청계천로,0.064,0.004,1.3,0.007,49,37
2018-02-27,강변북로,0.064,0.003,1.3,0.009,103,63
2018-01-16,광진구,0.064,0.007,1.2,0.006,108,74
2018-12-21,노원구,0.064,0.003,1.2,0.008,76,50
2018-02-09,노원구,0.064,0.006,1.1,0.008,73,52
2018-02-09,중구,0.064,0.005,1.1,0.006,63,48
2018-12-22,남산,0.064,0.013,1,0.007,72,44
2018-12-22,동작구,0.064,0.01,1,0.006,91,69
2018-11-06,동작구,0.064,0.006,1,0.005,111,65
2018-12-22,정릉로,0.064,0.005,1,0.006,91,68
2018-01-18,강남대로,0.064,0.005,1,0.005,99,43
2018-01-08,강남대로,0.064,0.005,1,0.006,65,27
2018-12-10,시흥대로,0.064,0.005,1,0.005,33,18
2018-11-06,용산구,0.064,0.004,1,0.005,89,73
2018-12-21,용산구,0.064,0.002,1,0.004,67,50
2018-01-07,동작대로,0.064,0.002,1,0.005,65,37
2018-05-15,청계천로,0.064,0.019,0.9,0.007,98,66
2018-11-03,강서구,0.064,0.012,0.9,0.005,61,35
2018-01-17,청계천로,0.064,0.006,0.9,0.009,103,91
2018-01-15,홍릉로,0.064,0.006,0.9,0.01,79,58
2018-02-08,동작구,0.064,0.004,0.9,0.005,55,41
2018-11-02,공항대로,0.064,0.004,0.9,0.008,62,33
2018-04-30,정릉로,0.064,0.034,0.8,0.005,98,78
2018-11-05,양천구,0.064,0.011,0.8,0.003,60,39
2018-02-26,강서구,0.064,0.01,0.8,0.007,70,46
2018-11-03,천호대로,0.064,0.006,0.8,0.004,56,31
2018-01-17,공항대로,0.064,0.005,0.8,0.008,104,81
2018-12-01,강변북로,0.064,0.004,0.8,0.005,55,27
2018-04-28,정릉로,0.064,0.024,0.7,0.004,74,52
2018-06-02,동작대로,0.064,0.019,0.7,0.006,56,34
2018-10-22,천호대로,0.064,0.007,0.7,0.003,59,37
2018-01-15,영등포로,0.064,0.006,0.7,0.008,95,46
2018-11-15,강서구,0.064,0.005,0.7,0.005,59,34
2018-12-18,강변북로,0.064,0.004,0.7,0.005,53,31
2018-12-11,정릉로,0.064,0.002,0.7,0.006,52,33
2018-07-24,동작대로,0.064,0.055,0.6,0.006,46,29
2018-05-10,정릉로,0.064,0.026,0.6,0.004,49,28
2018-05-11,영등포로,0.064,0.024,0.6,0.006,67,46
2018-04-25,영등포로,0.064,0.013,0.6,0.006,45,30
2018-03-18,강남구,0.064,0.008,0.6,0.007,61,49
2018-04-29,영등포로,0.064,0.031,0.5,0.007,71,41
2018-10-14,한강대로,0.064,0.024,0.5,0.005,48,32
2018-04-28,영등포로,0.064,0.018,0.5,0.007,73,50
2018-06-04,영등포로,0.064,0.013,0.5,0.008,55,33
2018-02-22,천호대로,0.064,0.004,0.5,0.006,43,18
2018-07-14,강남대로,0.064,0.036,0.3,0.002,18,13
2018-11-06,세곡,0.063,0.005,1.7,0.005,86,47
2018-11-06,남산,0.063,0.005,1.2,0.006,86,52
2018-12-20,강서구,0.063,0.004,1.2,0.01,75,39
2018-12-31,강남대로,0.063,0.004,1.2,0.005,52,31
2018-01-20,천호대로,0.063,0.008,1.1,0.007,102,45
2018-11-06,은평구,0.063,0.006,1.1,0.005,114,88
2018-11-27,시흥대로,0.063,0.006,1.1,0.005,113,50
2018-12-16,남산,0.063,0.003,1.1,0.005,48,31
2018-04-30,신촌로,0.063,0.022,1,0.006,100,61
2018-03-13,도산대로,0.063,0.013,1,0.006,88,44
2018-06-02,신촌로,0.063,0.013,1,0.008,64,32
2018-03-13,신촌로,0.063,0.01,1,0.006,72,47
2018-01-17,동작구,0.063,0.009,1,0.006,115,106
2018-02-28,종로,0.063,0.007,1,0.005,68,44
2018-11-05,강남대로,0.063,0.005,1,0.005,70,47
2018-12-20,송파구,0.063,0.005,1,0.005,66,39
2018-11-02,강남대로,0.063,0.005,1,0.005,51,32
2018-12-19,영등포로,0.063,0.004,1,0.007,50,26
2018-04-28,신촌로,0.063,0.016,0.9,0.005,74,40
2018-11-02,동대문구,0.063,0.01,0.9,0.007,38,28
